topology,seed,scenario,mode,steps,J_initial,D_initial,J_after_update_1,J_final,D_after_update_1,D_final,stress_final,J_mean,D_mean,stress_mean,movement_total,max_abs_x,max_abs_v
ring,2,zero,standard,2100,0.10599803867110773,0.001111878736130286,1.109469987861556,1.5625520995446638,0.13324506699741953,0.2710573216844616,0.0,1.5694322212461898,0.2724518384661953,0.0,626.3561406461927,0.2524528808660723,0.12
ring,2,zero,gated,2100,0.10599803867110773,0.001111878736130286,0.07770884344097458,6.618627455408076e-297,0.0005377040663298907,0.0,0.0,0.0001271173370117535,4.862594760711205e-07,0.0,0.1076681165179554,0.01546373592094371,0.0058982250357408296
ring,2,partial,standard,2100,0.10599803867110773,0.001111878736130286,1.2312724655187397,4.455598216098352,0.12072253045581446,1.5316604591768797,0.3521550849758777,4.415939814067711,1.5509947445630674,0.35236594603106386,328.36955537498,1.0,0.12
ring,2,partial,gated,2100,0.10599803867110773,0.001111878736130286,0.9123211792259419,3.9492339090766135,0.0694731440417236,1.7016700963350595,0.35426317685906256,3.94491893803807,1.6984072391881888,0.354318670702568,12.495917651389272,1.0,0.12
ring,3,zero,standard,2100,0.06048054034803931,0.0007506739339190275,1.236645336779942,1.83812284148055,0.153559872654604,0.33786955803725305,0.0,1.8382291192441136,0.3379606808401408,0.0,14.762660808789489,0.2580411207387959,0.12
ring,3,zero,gated,2100,0.06048054034803931,0.0007506739339190275,0.042795244385248385,1.4628369948725972e-297,0.0003669439385795989,0.0,0.0,6.208997011097238e-05,3.167836262763017e-07,0.0,0.06063033746133266,0.013150866345808497,0.0055132325981685805
ring,3,partial,standard,2100,0.06048054034803931,0.0007506739339190275,1.2462025792875115,4.471468119856889,0.1314507018101775,1.745783498206324,0.3534307087525979,4.466744550039441,1.7425428886448509,0.3534947139463546,10.06689255781249,1.0,0.12
ring,3,partial,gated,2100,0.06048054034803931,0.0007506739339190275,0.8374267662829346,3.949233909076613,0.08376606325719205,1.7016700963350595,0.35426317685906256,3.9445998261378823,1.6983399433488535,0.3543267487485669,9.834085170282076,1.0,0.12
ring,4,zero,standard,2100,0.06968907841562652,0.0005930257406951897,1.1545222226421463,1.3803274396163452,0.13971078840371176,0.23023845961172584,0.0,1.3632608184940715,0.22292184731980388,0.0,902.2448260772926,0.26111128478065393,0.12
ring,4,zero,gated,2100,0.06968907841562652,0.0005930257406951897,0.04847826718634573,2.7750242904196136e-297,0.00028709373379829197,0.0,0.0,7.496279335643295e-05,2.646379063138258e-07,0.0,0.06981093358967036,0.011325549513902342,0.0045202228372189
